,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
7779,NEW Black diamond Z4 ,8,4,the 0.75 is a bit floppy for my tastes~ even when the trigger is pulled~ but its head width should be nice on granite.,Mar 2012,Mar 15 2020,7,2,
7780,NEW Black diamond Z4 ,8,5,this is probably a question for black diamond directly but the .3~ .4~ and .75 is out of stock on their website,Jun 2019,Mar 21 2020,0,1,
7781,NEW Black diamond Z4 ,8,5,does anyone know how long it will be before those are back in stock? looking at replacing my wc friends in the smaller sizes with the z4s.,Jun 2019,Mar 21 2020,0,1,
7782,NEW Black diamond Z4 ,8,6,steep and cheap and bc have some of those sizes in stock for 25 percent off,Apr 2014,Mar 21 2020,1,1,
7783,NEW Black diamond Z4 ,8,7,yea~ but we're not buying from bc.com anymore~ haha,Mar 2020,Mar 21 2020,3,1,
7784,NEW Black diamond Z4 ,8,7,i ordered a 0.1~ 0.2~ and a 0.3 z4 from backcountrygear back in the beginning of february and they keep telling me they are backordered.,Mar 2020,Mar 21 2020,3,1,
7785,NEW Black diamond Z4 ,8,8,don't count on it being any time soon,Jun 2016,Mar 21 2020,0,1,
7786,NEW Black diamond Z4 ,8,8,this pandemic his fucked up supply chains everywhere.,Jun 2016,Mar 21 2020,0,1,
7787,NEW Black diamond Z4 ,8,9,moosjaw also has some z4 sizes,Apr 2014,Mar 22 2020,3,1,
7788,NEW Black diamond Z4 ,8,10,finally finished revamping my rack to be a mix of totems and z4's with an alien or so mixed in,Apr 2014,Mar 23 2020,9,1,
7789,NEW Black diamond Z4 ,8,10,thought i'd shared this photo of my full double rack for approx size comparisons,Apr 2014,Mar 23 2020,9,1,
7790,NEW Black diamond Z4 ,8,10,for long multipitch outings~ i usually take a majority of this gear (besides the 5 and 4),Apr 2014,Mar 23 2020,9,1,
7791,NEW Black diamond Z4 ,8,10,i matched each biner color per similar bd sizes on cam-parison.com,Apr 2014,Mar 23 2020,9,1,
7792,NEW Black diamond Z4 ,8,10,the cams which have a bd mini (.3 and under) are racked in the front~ rest with the camp photons are racked in the middle gear loop~ with standard multipitch gear on the back (my misty harness has 6 gear loops).,Apr 2014,Mar 23 2020,9,1,
7793,NEW Black diamond Z4 ,8,11,ball nutz!,Jan 2001,Mar 24 2020,2,1,
7794,NEW Black diamond Z4 ,8,12,hell yeah~ already placed 2/3,Apr 2014,Mar 24 2020,1,1,
7795,NEW Black diamond Z4 ,8,13,in case anyone is interested,Oct 2009,Mar 24 2020,0,1,
7796,NEW Black diamond Z4 ,8,13,as of 3/24 the bd website has every size of z4 available and all but the smallest size of the z4 offsets available,Oct 2009,Mar 24 2020,0,1,
7797,NEW Black diamond Z4 ,8,14,and 15% off if you sign up for their email list (not advertised),Mar 2012,Mar 24 2020,3,1,
7798,NEW Black diamond Z4 ,8,14,backcountry and als have the 0.2 for $52,Mar 2012,Mar 24 2020,3,1,
7799,NEW Black diamond Z4 ,8,15,outdoorplay has the full range for $52 (25% off) and free shipping right now,Mar 2012,Mar 30 2020,4,1,
7800,NEW Black diamond Z4 ,8,15,edit: they’re shipping out on the 10th.,Mar 2012,Mar 30 2020,4,1,
7801,NEW Black diamond Z4 ,8,16,just placed an order for two green baby z4!!!!,Oct 2016,Mar 30 2020,1,1,
7802,NEW Black diamond Z4 ,8,17,30% off z4’s~ 50$ i believe? or 49 i guess..? i’m bad at math. https://shop.sportsbasement.com/products/camalot-z4-2?variant=31501283590216,Feb 2017,Mar 30 2020,0,1,
7803,NEW Black diamond Z4 ,8,18,that beats the bd pro deal at the moment since bd is charging for shipping...,Feb 2017,Mar 30 2020,1,1,
7804,NEW Black diamond Z4 ,9,0,totems don't have a single axel....,Mar 2014,Apr 15 2020,0,1,
7805,NEW Black diamond Z4 ,9,1,totems don't have a single axel....,Apr 2011,Apr 15 2020,12,1,
7806,NEW Black diamond Z4 ,9,2,can’t have the women gettin’ uppity~ thinkin’ about leadin’ some routes in their dresses...,Oct 2017,Apr 15 2020,8,1,
7807,NEW Black diamond Z4 ,9,3,ah~ you're right.,Mar 2014,Apr 15 2020,2,1,
7808,NEW Black diamond Z4 ,9,4,man! damn the gaps in sizing! why did bd go from 5 c3s smaller than the double axle c4 .3 to just 3 z4s.  this was pretty dumb.  i have to keep using purple c3s/black aliens and green aliens to keep the full range.  just organized my whole rack and realized this.  maybe i'm slow and this was already discussed,Dec 2010,Apr 17 2020,0,1,
7809,NEW Black diamond Z4 ,9,5,the three smallest c3's are nearly the same as the three smallest z4's,Apr 2011,Apr 17 2020,3,1,
7810,NEW Black diamond Z4 ,9,5,the 2 larger c3's are covered by the z4 0.3~ so you could just double up there,Apr 2011,Apr 17 2020,3,1,
7811,NEW Black diamond Z4 ,9,5,they just changed the numbering system to fall in line with their c4's.   c3 [000] 7.8-12.9 mm (0.30-0.50 in) [00] 9.0-13.7 mm (0.35-0.54 in) [0] 10.7-15.8 mm (0.42-0.62 in) [1] 12.0-18.8 mm (0.47-0.74 in) [2] 14.2-22.6 mm (0.56-0.89 in) z4 [0] 7.5-11.8 mm (.29-.46 in) [0.1] 8.8-13.8 mm (.34-.54 in) [0.2] 10.4-16.3 mm (.40-.64 in) [0.3] 12.4-22.6 mm (.48-.88 in) [0.4] 15.3-27.7 mm (.60-1.09 in) [0.5] 18.8-33.9 mm (.74-1.33 in) [0.75] 23.1-42.1 mm (.91-1.66 in),Apr 2011,Apr 17 2020,3,1,
7812,NEW Black diamond Z4 ,9,6,the z4 line works well with ul masters,Sep 2017,Apr 17 2020,0,1,
7813,NEW Black diamond Z4 ,9,6,just get some of those to supplement,Sep 2017,Apr 17 2020,0,1,
7814,NEW Black diamond Z4 ,9,6,they're kind of hard to clean when they're set well~ but they are easily replaceable and cheap-ish to do so.,Sep 2017,Apr 17 2020,0,0,
7815,NEW Black diamond Z4 ,9,7,on paper..,Dec 2010,Apr 17 2020,2,1,
7816,NEW Black diamond Z4 ,9,7,but in reality i could never get the double axle .3 to fit in the smaller placements that the single axle c3#2 fit in without being way over cammed,Dec 2010,Apr 17 2020,2,0,
7817,NEW Black diamond Z4 ,9,8,abel~ you’re correct,Jun 2001,Apr 17 2020,3,1,
7818,NEW Black diamond Z4 ,9,8,but you are a very experienced 5.13 trad climber,Jun 2001,Apr 17 2020,3,2,
7819,NEW Black diamond Z4 ,9,8,keep in mind maja is speaking to the average climber,Jun 2001,Apr 17 2020,3,1,
7820,NEW Black diamond Z4 ,9,8,nothing wrong with that~ but there are nuances in cam design and placement that are hard to appreciate when looking at specification charts and casual~ anecdotal experiences,Jun 2001,Apr 17 2020,3,1,
7821,NEW Black diamond Z4 ,9,8,i agree with you that my c3’s and aliens are irreplaceable and i am not impressed by the z4’s.,Jun 2001,Apr 17 2020,3,2,
7822,NEW Black diamond Z4 ,9,9,abel~ you’re correct,Aug 2018,Apr 17 2020,2,1,
7823,NEW Black diamond Z4 ,9,9,but you are a very experienced 5.13 trad climber,Aug 2018,Apr 17 2020,2,2,
7824,NEW Black diamond Z4 ,9,9,keep in mind maja is speaking to the average climber,Aug 2018,Apr 17 2020,2,1,
7825,NEW Black diamond Z4 ,9,9,nothing wrong with that~ but there are nuances in cam design and placement that are hard to appreciate when looking at specification charts and casual~ anecdotal experiences,Aug 2018,Apr 17 2020,2,1,
7826,NEW Black diamond Z4 ,9,9,i agree with you that my c3’s and aliens are irreplaceable and i am not impressed by the z4’s,Aug 2018,Apr 17 2020,2,2,
7827,NEW Black diamond Z4 ,9,9,idk man~ that 0.3 z4 is a work of art,Aug 2018,Apr 17 2020,2,1,
7828,NEW Black diamond Z4 ,9,9,the z4 single axels are kind of a pos~ but the 0.3 and 0.4 feel bomber in just about anything.,Aug 2018,Apr 17 2020,2,1,
7829,NEW Black diamond Z4 ,9,10,makes sense,Apr 2011,Apr 17 2020,0,1,
7830,NEW Black diamond Z4 ,9,10,ball nuts fit in the tightest of cracks.,Apr 2011,Apr 17 2020,0,0,
7831,NEW Black diamond Z4 ,9,11,i agree josh except for the climbing 13 crack part.  been a long time since doing that.  i guess the sizing issue is why people are copping c3s at 70$ a pop.   i wonder if bd will have to make another adjustment in ranges and colors to cover everything again when the athlete feedback makes this apparent as c3s become completely unavailable.  and my rack is a colorful mess already,Dec 2010,Apr 17 2020,1,0,
7832,NEW Black diamond Z4 ,9,11,damn,Dec 2010,Apr 17 2020,1,1,
7833,NEW Black diamond Z4 ,9,12,matt~ i do like the z4s in those sizes but just as replacements of c4s.  the .3 doesn't replace the c3 #2,Dec 2010,Apr 17 2020,0,1,
7834,NEW Black diamond Z4 ,9,13,hey abel~ do you happen to have both a #2 c3 and a .3 z4? i don't have any~ and have no c3 experience in general,Dec 2018,Apr 17 2020,0,1,
7835,NEW Black diamond Z4 ,9,13,i just combed through the thread and didn't see any c3/z4 head comparisons,Dec 2018,Apr 17 2020,0,1,
7836,NEW Black diamond Z4 ,9,13,are you able to post one? edit: there's a shitload of them on page 16 i'm stupid,Dec 2018,Apr 17 2020,0,1,
7837,NEW Black diamond Z4 ,9,15,i just climbed with a buddy who has c3s and yeah they defiant are superior in some placements and over lap,Oct 2013,Apr 17 2020,0,2,
7838,NEW Black diamond Z4 ,9,15,i never understood metolius and the lack of overlap..,Oct 2013,Apr 17 2020,0,2,
7839,NEW Black diamond Z4 ,9,15,i still think they stoped making them because they were built to well and lasted to long.,Oct 2013,Apr 17 2020,0,1,
7840,NEW Black diamond Z4 ,9,16,abel~ you’re correct,Sep 2017,Apr 17 2020,0,1,
7841,NEW Black diamond Z4 ,9,16,but you are a very experienced 5.13 trad climber,Sep 2017,Apr 17 2020,0,2,
7842,NEW Black diamond Z4 ,9,16,keep in mind maja is speaking to the average climber,Sep 2017,Apr 17 2020,0,1,
7843,NEW Black diamond Z4 ,9,16,nothing wrong with that~ but there are nuances in cam design and placement that are hard to appreciate when looking at specification charts and casual~ anecdotal experiences,Sep 2017,Apr 17 2020,0,1,
7844,NEW Black diamond Z4 ,9,16,i agree with you that my c3’s and aliens are irreplaceable and i am not impressed by the z4’s,Sep 2017,Apr 17 2020,0,2,
7845,NEW Black diamond Z4 ,9,16,i mostly use them aiding and for directionals~ so no~ i'm not a baller 13 gear climber,Sep 2017,Apr 17 2020,0,1,
7846,NEW Black diamond Z4 ,9,16,i would argue though that placing and weighting every placement means i know when a cam works and when it doesnt 100% of the time,Sep 2017,Apr 17 2020,0,1,
7847,NEW Black diamond Z4 ,9,16,how many whips an outing does a typical 13 climber take on gear?  i really think bd nailed the c3 except for the stem~ which is fine most of the time,Sep 2017,Apr 17 2020,0,1,
7848,NEW Black diamond Z4 ,9,16,z4's are great when the placement isnt flairing,Sep 2017,Apr 17 2020,0,2,
7849,NEW Black diamond Z4 ,9,16,if it is~ it doesnt seem to have any initial grab and slides out before any camming begins.,Sep 2017,Apr 17 2020,0,1,
7850,NEW Black diamond Z4 ,9,17,i think it might not be head width but more to do with the three lobe design.,Oct 2013,Apr 17 2020,0,1,
7851,NEW Black diamond Z4 ,9,18,tal...,Dec 2010,Apr 17 2020,1,1,
7852,NEW Black diamond Z4 ,9,18,the only z4 i'm missing is the .3 (on backorder) so i was basing sizing off the c4 c3,Dec 2010,Apr 17 2020,1,1,
7853,NEW Black diamond Z4 ,9,18,turns out the z4 .3 is slightly smaller than the c4 .3 which could help close the gap from z4 .2-.3 z4 .3,Dec 2010,Apr 17 2020,1,1,
7854,NEW Black diamond Z4 ,9,18,12.4-22.6mm c4 .3 13.8-23.4mm,Dec 2010,Apr 17 2020,1,1,
7855,NEW Black diamond Z4 ,9,19,totally fair,Aug 2018,Apr 17 2020,3,1,
7856,NEW Black diamond Z4 ,9,19,honestly after using a c4 .4 and a z4 .4~ the c4 version almost seems a little ridiculous,Aug 2018,Apr 17 2020,3,1,
7857,NEW Black diamond Z4 ,9,19,like why would you really want something that stiff and that wide in such a small size?,Aug 2018,Apr 17 2020,3,1,
7858,NEW Black diamond Z4 ,1,0,totally fair,Jul 2014,Apr 17 2020,13,1,
7859,NEW Black diamond Z4 ,1,0,honestly after using a c4 .4 and a z4 .4~ the c4 version almost seems a little ridiculous,Jul 2014,Apr 17 2020,13,1,
7860,NEW Black diamond Z4 ,1,0,like why would you really want something that stiff and that wide in such a small size? indian creek.,Jul 2014,Apr 17 2020,13,1,
7861,NEW Black diamond Z4 ,1,1,abel~ you’re correct,Jan 2001,Apr 18 2020,0,1,
7862,NEW Black diamond Z4 ,1,1,but you are a very experienced 5.13 trad climber,Jan 2001,Apr 18 2020,0,2,
7863,NEW Black diamond Z4 ,1,1,keep in mind maja is speaking to the average climber,Jan 2001,Apr 18 2020,0,1,
7864,NEW Black diamond Z4 ,1,1,nothing wrong with that~ but there are nuances in cam design and placement that are hard to appreciate when looking at specification charts and casual~ anecdotal experiences,Jan 2001,Apr 18 2020,0,1,
7865,NEW Black diamond Z4 ,1,1,i agree with you that my c3’s and aliens are irreplaceable and i am not impressed by the z4’s,Jan 2001,Apr 18 2020,0,2,
7866,NEW Black diamond Z4 ,1,1,thanks for putting the environs of the two opinions in perspective for me,Jan 2001,Apr 18 2020,0,1,
7867,NEW Black diamond Z4 ,1,1,this interpretation really helps,Jan 2001,Apr 18 2020,0,1,
7868,NEW Black diamond Z4 ,1,2,i saw the z4s in action yesterday,May 2016,Apr 26 2020,10,1,
7869,NEW Black diamond Z4 ,1,2,someone fell on a 0.3 that broke and popped~ then a 0.2 below it that also broke and popped,May 2016,Apr 26 2020,10,1,
7870,NEW Black diamond Z4 ,1,2,i wish i had gotten photos of the gear~ but it looked like the plastic around the stem was broken on the 0.3 and the cam lobe wire broke~ and the stem broke (i saw frayed looking wire) on the 0.2~ but i’m not completely sure,May 2016,Apr 26 2020,10,0,
7871,NEW Black diamond Z4 ,1,2,dude got a fun 30 footer out of the deal~ and was caught a foot off the ground by a bolt,May 2016,Apr 26 2020,10,1,
7872,NEW Black diamond Z4 ,1,2,it was quite confidence inspiring.,May 2016,Apr 26 2020,10,1,
7873,NEW Black diamond Z4 ,1,3,randy~ like other small cams~ once you get in that range~ placement margins start to get relatively low and leader experience can magnify that,Apr 2014,Apr 26 2020,3,1,
7874,NEW Black diamond Z4 ,1,3,they still have to be placed extremely well to make sure they don't umbrella~ pull~ etc..,Apr 2014,Apr 26 2020,3,1,
7875,NEW Black diamond Z4 ,1,3,i've broken the trigger wires / lobes on two alien revos by just weighting them (let alone falling),Apr 2014,Apr 26 2020,3,1,
7876,NEW Black diamond Z4 ,1,3,any more insight into the situation?,Apr 2014,Apr 26 2020,3,1,
7877,NEW Black diamond Z4 ,1,4,randy~ yeah~ i’d like to know more,Sep 2005,Apr 26 2020,5,1,
7878,NEW Black diamond Z4 ,1,4,grade of route/name~ type of pro typically used on it~ user’s experience placing gear and typical grade they climb~ photos of broken gear~ photos of placements~ type of rock...,Sep 2005,Apr 26 2020,5,1,
7879,NEW Black diamond Z4 ,1,4,i mean~ not necessarily all of these asks~ but certainly more description in that vein.,Sep 2005,Apr 26 2020,5,1,
7880,NEW Black diamond Z4 ,1,5,cookin the captain at resolution bluff~ seward highway alaska,May 2016,Apr 26 2020,3,1,
7881,NEW Black diamond Z4 ,1,5,5.10c~ but i’d call it old-school grades~ i’ve climbed easier 5.11s,May 2016,Apr 26 2020,3,1,
7882,NEW Black diamond Z4 ,1,5,or maybe someone took their favorite holds home with them~ that’s normal here,May 2016,Apr 26 2020,3,1,
7883,NEW Black diamond Z4 ,1,5,i found a bomber nut and 0.4 / 0.5 placement under the roof~ i wouldn’t have gone for the small gear that was used,May 2016,Apr 26 2020,3,1,
7884,NEW Black diamond Z4 ,1,5,i didn’t know the guy,May 2016,Apr 26 2020,3,1,
7885,NEW Black diamond Z4 ,1,5,wish i could help more,May 2016,Apr 26 2020,3,1,
7886,NEW Black diamond Z4 ,1,5,i’ve bent little cams~ but haven’t blown them like this guy did.,May 2016,Apr 26 2020,3,2,
7887,NEW Black diamond Z4 ,1,6,sounds like the 2 or 3 most definately would have umbrellaed,Apr 2014,Apr 26 2020,0,2,
7888,NEW Black diamond Z4 ,1,7,perhaps~ but shouldn’t have broken? idk,May 2016,Apr 26 2020,0,1,
7889,NEW Black diamond Z4 ,1,7,wasn’t a great first time seeing them fallen on.,May 2016,Apr 26 2020,0,1,
7890,NEW Black diamond Z4 ,1,8,sounds like the 2 or 3 most definately would have umbrellaed i don't understand how you determined that.,Dec 2010,Apr 26 2020,6,0,
7891,NEW Black diamond Z4 ,1,9,i don't understand how you determined that,Jun 2013,Apr 26 2020,6,1,
7892,NEW Black diamond Z4 ,1,9,2 in a row pulled~ and the guy said he would've used a .4 or .5..,Jun 2013,Apr 26 2020,6,1,
7893,NEW Black diamond Z4 ,1,9,most likely user error.,Jun 2013,Apr 26 2020,6,0,
7894,NEW Black diamond Z4 ,1,10,2 in a row pulled~ and the guy said he would've used a .4 or .5..,Dec 2010,Apr 26 2020,0,1,
7895,NEW Black diamond Z4 ,1,10,most likely user error,Dec 2010,Apr 26 2020,0,0,
7896,NEW Black diamond Z4 ,1,10,i guess i'd expect he wouldn't have placed the .2 and the .3 where a .4 or .5 would go..,Dec 2010,Apr 26 2020,0,1,
7897,NEW Black diamond Z4 ,1,10,if so~ then ya~ user error,Dec 2010,Apr 26 2020,0,1,
7898,NEW Black diamond Z4 ,1,10,that was a close call.,Dec 2010,Apr 26 2020,0,1,
7899,NEW Black diamond Z4 ,1,11,the 0.3 is double axle now~ so umbrella-ing is at lot less likely.,May 2014,Apr 26 2020,0,1,
7900,NEW Black diamond Z4 ,1,12,i took a fall on a well placed 0.4 z4 yesterday,Feb 2017,Apr 26 2020,2,1,
7901,NEW Black diamond Z4 ,1,12,the result:,Feb 2017,Apr 26 2020,2,1,
7902,NEW Black diamond Z4 ,1,13,that looks like the trigger wire got shifted o_o? just tugg to make it even again,Oct 2016,Apr 26 2020,10,1,
7903,NEW Black diamond Z4 ,1,14,lol thats some bullshit right there,Jul 2014,Apr 26 2020,6,1,
7904,NEW Black diamond Z4 ,1,14,i could go make any of my cams look like that right now,Jul 2014,Apr 26 2020,6,1,
7905,NEW Black diamond Z4 ,1,14,it’s fine.,Jul 2014,Apr 26 2020,6,1,
7906,NEW Black diamond Z4 ,1,15,it’s not an issue with the trigger wire,Feb 2017,Apr 26 2020,2,0,
7907,NEW Black diamond Z4 ,1,15,the lobe is locking into place when you compress the trigger.,Feb 2017,Apr 26 2020,2,1,
