,text,1
3788,Adjust length via cloves to let you sit comfortably at the lip to maintain vision and communication with the second and let the anchor take the weight if they fall,1
3789,You are also in perfect position to lower them if you choose to get them back on the ground quickly and safely,1
3790,This can be much easier than rigging a rappel keeping things nice and clean rather than having two at the belay needing to use some form of PAS to untie from the rope at what can be an awkward and crowded belay,1
3791,Much easier for one to do it with his partner already out of the way,1
3792,Unbelievable that so many don't know this Climbing 101 yet post like they have experience using a redirect when they really don't seem to know the consequences.,1
3793,good stance tight rope from harness to anchor running in direction of pull of climber rope running thru biner clipped to the loop formed by the tie in figure 8 knot on guide hand side gloves good communication using both verbal and rope signals hip belay,1
3794,Aaand now we've covered every possibility,1
3795,Time to lock the thread.,1
3796,To answer your question~ yes,1
3797,The DMM pivot is very simple to use for lowering your second,1
3798,Locker where have you been?  I missed you!,1
3799,Hi there! I have been using the Petzl Dual Connect Adjust for a bit now and i find it quite bulky especially cause of the fixed arm,1
3800,I am thinking to cut off the fixed arm and i was wondering if that would compromise somehow the safety? Thank you in advance!,1
3801,Get a sling of the correct length~ put two overhand knots in it~ one at the end and one at 1/3rd-ish of the length~ sell the Dual Adjust~ problem solved,1
3802,In general I don't think it is recommendable to put a scissor in a life-line~ no matter how it is constructed.,1
3803,You should sell that one and just buy the Adjust~ the one with just a single adjustable arm.,1
3804,I cut off the fixed arm~ and I am much happier with it,1
3805,I just use the adjustable arm as PAS and a separate sling/draw for extending my rappel device,1
3806,I cannot imagine there being a safety issue~ as long as you properly seal the cut end to keep it from fraying,1
3807,I was thinking the same about that,1
3808,But might try to sell it and buy the one without the fixed arm~ if not i will most likely cut it.,1
3809,You can also build a Percell Prusik that will give you the same functionality for about $2 worth of 6mm cord.,1
3810,After using the single adjust for a while~ then being disappointed with the dual connect adjust's stumpy fixed arm~ I cannibalized the adjusty parts of both~ added a length of retired rope~ and now have a two-armed frankenAdjust~ where both sides are the same as the good side of the dual,1
3811,Highly recommended - being able to go into both bolts and adjust both arms are great features to have.,1
3812,Can you post a pic ?,1
3813,Petzl sold this configuration for a bit~ i believe it was called the Aid Adjust,1
3814,It used a piece of 8mm dynamic instead of the 9mm like the normal one.,1
3815,Mikey~ that sounds like Evolv Adjust which is still available as far as I can tell?,1
3816,Thanks for the correction,1
3817,I'd searched for it a while back on Petzl's site and couldn't find it.,1
3818,is that something you'd actually be concerned about?,1
3819,I would have few reservations with using the evolv adjust as a personal lanyard~ despite Petzl’s warnings.The 15 kN static strength requirement for personal lanyards seems overly conservative to me for a dynamic rope,1
3820,Petzl apparently measured a maximum force of 6.2 kN in a factor 2 fall on the evolv adjust,1
3821,Perhaps someone with more knowledge than me can explain the rationale for the 15 kN static load requirement.https://m.petzl.com/US/en/Sport/CONNECT-ADJUST-strength-and-certification?ProductName=CONNECT-ADJUSThttps://m.petzl.com/US/en/Sport/Risks-related-to-replacing-the-rope-in-the-L35-adjustable-lanyards?ProductName=CONNECT-ADJUSThttps://m.petzl.com/US/en/Sport/EVOLV-ADJUST-strength?ProductName=EVOLV-ADJUST,1
3822,That is super cool - i use the single one and have the double just sitting in the closet,1
3823,May have to try to this out~ although it does seem like it would be quite bulky,1
3824,I'd searched for it a while back on Petzl's site and couldn't find it,1
3825,It definitely won't give you the same functionality,1
3826,The connect-adjust is much smoother and quicker to adjust,1
3827,I'll let you be the judge of whether that's worth the extra ~$45~ but let's not pretend you're getting nothing for the extra money.,1
3828,I'll let you be the judge of whether that's worth the extra ~$45~ but let's not pretend you're getting nothing for the extra money,1
3829,To me~ no~ it's not worth it~ but I don't use a special PAS at all~ including the percell,1
3830,Just throwing it out there as an adjustable PAS option that some of my friends use.,1
3831," is that something you'd actually be concerned about? The instructions include: ""The EVOLV ADJUST is not personal protective equipment.""~ so I am concerned about it~ yes",1
3832,I know enough about engineering to know that I don't know enough about that type of engineering~ and I'll listen to the engineers that do,1
3833,If it was totally safe~ they'd make more money marketing it that way~ so there's something there that they know that I don't.,1
3834,Yeah~ it's definitely present on the harness~ but I don't find that it gets in the way too much~ with the exception of the dangling loop occasionally getting snagged if I have it too long (there's probably some optimization to be done in the arm lengths~ too),1
3835,If you're cool with one bolt~ then it's a moot point - use the single Connect Adjust,1
3836,I was finding myself wearing the CA and a chain-style one because I'm not comfortable with one bolt~ so this is less bulky by comparison for me.,1
3837,I was finding myself wearing the CA and a chain-style one because I'm not comfortable with one bolt~ so this is less bulky by comparison for me,1
3838,"With the chain style PAS~ I think it's ""standard"" to just clip a draw through one of the PAS loops and into the other bolt",1
3839,To the other person (Ramacam Stopper): only using one bolt is a bad idea..,1
3840,don't do it,1
3841,If you're up there cleaning on a sport climb with only the connect adjust clip it into the two draws (or masterpoint~ or whatever) that are hanging off the bolts~ not one of the bolts themselves,1
3842,Or have a sling~ rope~ or some backup system connected to the other bolt.,1
3843," With the chain style PAS~ I think it's ""standard"" to just clip a draw through one of the PAS loops and into the other bolt",1
3844,Definitely - that's how I originally did it~ but then wanted the easy slide ability of the connect to weight the new system~ but that left me only on one bolt~ unless I used another PAS (which I'm then only using for one bolt~ instead of the normal two that it can do),1
